sex,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,is_violent_recid,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,start,end,event,custody_duration,jail_duration_hours,two_year_recid
Male,25 - 45,Caucasian,0,4,1,3,4,-1.0,1.0,M,Battery,1,0,4,Low,6,Medium,4,0,387,1,1.0,26.688333333333333,1
Male,25 - 45,African-American,0,2,0,0,0,-1.0,1.0,M,Battery,1,0,2,Low,2,Low,0,0,375,0,0.0,26.932777777777776,1
Male,Less than 25,African-American,0,7,0,0,0,-1.0,1.0,M,Possess Drug Paraphernalia,0,0,7,Medium,4,Low,0,0,1082,0,1.0,17.685277777777777,0
Male,25 - 45,Caucasian,0,1,0,0,0,0.0,0.0,M,Susp Drivers Lic 1st Offense,0,0,1,Low,1,Low,0,0,778,0,0.0,8.712777777777777,0
Male,25 - 45,African-American,0,4,0,0,10,-7.0,7.0,M,Driving Under The Influence,1,0,4,Low,2,Low,10,0,435,1,21.0,123.33555555555556,1
Male,Greater than 45,African-American,0,7,0,0,4,-44.0,45.0,F,arrest case no charge,0,0,7,Medium,6,Medium,4,0,952,0,30.0,726.5977777777778,0
Male,Less than 25,Hispanic,0,10,0,0,11,-15.0,15.0,F,Solicit Deliver Cocaine,1,1,10,High,8,High,11,0,156,1,78.0,14.567777777777778,1
Male,25 - 45,African-American,0,3,0,0,1,309.0,40.0,F,Attempt Burglary (Struct),1,0,3,Low,2,Low,1,0,309,0,230.0,5516.364722222223,0
Male,Less than 25,African-American,0,3,0,0,0,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,3,Low,4,Low,0,1,1177,0,2.0,46.2075,0
Male,25 - 45,African-American,2,10,1,0,8,-85.0,85.0,M,Prowling/Loitering,1,1,10,High,7,Medium,8,0,241,0,0.0,2032.9169444444444,1
Male,25 - 45,Caucasian,0,3,0,0,5,-1.0,1.0,M,Viol Injunct Domestic Violence,1,0,3,Low,2,Low,5,0,10,1,21.0,14.292222222222222,1
Male,25 - 45,Caucasian,0,9,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,9,High,7,Medium,1,0,820,0,1.0,27.488888888888887,0
Male,Less than 25,African-American,0,10,0,0,0,0.0,1.0,F,Felon in Pos of Firearm or Amm,1,0,10,High,9,High,0,1,73,0,4.0,30.913888888888888,1
Male,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,Low,1,Low,0,0,1090,0,1.0,13.982777777777779,0
Female,25 - 45,Caucasian,0,4,0,1,3,0.0,0.0,F,Possession of Cocaine,0,0,4,Low,1,Low,3,25,32,0,2.0,604.8497222222222,0
Male,Greater than 45,Hispanic,0,8,0,0,9,-1.0,1.0,F,Felony Petit Theft,1,0,8,High,5,Medium,9,129,135,1,99.0,3127.953611111111,1
Male,Less than 25,Caucasian,0,3,0,0,1,0.0,0.0,F,Possession of Cocaine,1,0,3,Low,4,Low,1,0,7,1,45.0,7.602222222222222,1
Female,Less than 25,African-American,0,7,0,0,0,0.0,1.0,M,Battery,1,1,7,Medium,5,Medium,0,0,13,1,3.0,6.226944444444444,1
Male,25 - 45,Hispanic,0,3,0,1,1,-1.0,1.0,F,Crimin Mischief Damage $1000+,0,0,3,Low,3,Low,1,0,908,0,1.0,23.776944444444446,0
Male,Greater than 45,African-American,0,1,0,0,4,-1.0,1.0,F,Possession of Cocaine,0,0,1,Low,1,Low,4,1,1142,0,2.0,49.32083333333333,0
Male,25 - 45,Native American,0,2,0,0,1,37.0,187.0,F,Possession of Cocaine,0,0,2,Low,2,Low,1,0,37,0,33.0,792.9358333333333,0
Male,25 - 45,Caucasian,0,6,0,0,10,-365.0,94.0,F,arrest case no charge,1,0,6,Medium,3,Low,10,0,463,1,5.0,116.81416666666667,1
Male,Greater than 45,Asian,0,1,0,0,1,-1.0,1.0,F,arrest case no charge,1,0,1,Low,1,Low,1,0,573,1,1.0,28.063055555555554,1
Female,Greater than 45,African-American,0,1,0,0,3,-18.0,1.0,M,arrest case no charge,0,0,1,Low,1,Low,3,0,772,0,18.0,440.3722222222222,0
Male,Less than 25,Caucasian,0,5,1,2,3,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,0,0,5,Medium,6,Medium,3,0,1065,0,0.0,3.299166666666667,0
Male,Less than 25,African-American,0,3,0,0,0,-1.0,1.0,F,Burglary Dwelling Armed,1,1,3,Low,6,Medium,0,70,546,1,97.0,1704.423888888889,1
Male,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,Low,1,Low,0,0,809,0,1.0,18.585277777777776,0
Male,Less than 25,Hispanic,0,10,0,0,3,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,1,0,10,High,10,High,3,41,110,0,2.0,1010.5525,1
Male,Greater than 45,Caucasian,0,7,0,0,10,-1.0,1.0,F,arrest case no charge,1,0,7,Medium,5,Medium,10,288,617,1,5.0,1754.6977777777777,1
Male,25 - 45,Caucasian,0,1,0,0,1,-27.0,27.0,F,Possession Of Methamphetamine,1,0,1,Low,1,Low,1,0,70,0,14.0,19.788888888888888,1
Male,Less than 25,Caucasian,0,8,0,0,0,0.0,0.0,M,Viol Pretrial Release Dom Viol,1,1,8,High,9,High,0,3,65,1,31.0,72.70722222222223,1
Male,25 - 45,Other,0,5,0,0,6,-1.0,1.0,F,Burglary Unoccupied Dwelling,0,0,5,Medium,1,Low,6,25,789,0,26.0,626.0844444444444,0
Male,25 - 45,African-American,0,8,0,0,0,0.0,0.0,F,Felony Battery,0,0,8,High,6,Medium,0,2,239,0,76.0,44.731944444444444,0
Male,25 - 45,African-American,0,9,0,0,19,-1.0,1.0,F,Driving While License Revoked,1,0,9,High,9,High,19,0,30,0,0.0,19.497777777777777,1
Female,25 - 45,African-American,0,3,0,0,1,-1.0,1.0,M,Battery,1,0,3,Low,3,Low,1,0,430,1,1.0,21.66888888888889,1
Male,25 - 45,African-American,0,6,0,0,6,-1.0,1.0,F,arrest case no charge,0,0,6,Medium,6,Medium,6,1,953,0,2.0,40.08972222222222,0
Male,25 - 45,African-American,0,9,0,1,2,-1.0,1.0,F,Possession Burglary Tools,0,0,9,High,8,High,2,273,514,0,34.0,6579.396944444445,0
Male,25 - 45,Caucasian,0,8,0,0,11,0.0,0.0,F,Driving While License Revoked,1,0,8,High,2,Low,11,1,161,1,1.0,24.4825,1
Male,25 - 45,African-American,0,1,0,0,0,-3.0,3.0,F,Grand Theft in the 3rd Degree,0,0,1,Low,1,Low,0,0,345,0,7.0,20.66638888888889,0
Male,25 - 45,African-American,0,6,0,0,1,0.0,1.0,F,Pos Cannabis W/Intent Sel/Del,1,0,6,Medium,7,Medium,1,1,137,1,50.0,21.654722222222222,1
Male,Less than 25,Other,0,2,2,0,3,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,2,Low,4,Low,3,0,9,0,0.0,16.12638888888889,1
Male,25 - 45,African-American,0,4,0,0,7,-23.0,24.0,F,Resist Officer w/Violence,1,1,4,Low,2,Low,7,0,407,1,1.0,4.329722222222222,1
Male,Less than 25,African-American,0,4,0,0,2,-1.0,1.0,F,Crim Use of Personal ID Info,1,1,4,Low,6,Medium,2,1,288,1,1.0,44.44916666666666,1
Male,25 - 45,Caucasian,0,2,0,0,0,0.0,1.0,F,Aggravated Battery,0,0,2,Low,3,Low,0,0,1056,0,0.0,5.3630555555555555,0
Male,25 - 45,Hispanic,0,1,0,0,0,-7.0,7.0,M,Operating W/O Valid License,0,0,1,Low,1,Low,0,0,871,0,1.0,25.061666666666667,0
Male,Less than 25,African-American,0,7,0,0,2,-1.0,1.0,M,Susp Drivers Lic 1st Offense,1,1,7,Medium,7,Medium,2,11,15,0,1.0,288.97555555555556,1
Male,Less than 25,African-American,0,9,0,1,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,9,High,9,High,0,0,579,1,1520.0,19.164722222222224,1
Male,25 - 45,Caucasian,2,9,0,1,15,-1.0,1.0,F,Possession of Cocaine,1,0,9,High,6,Medium,15,70,96,0,83.0,1701.486388888889,1
Male,25 - 45,African-American,0,2,0,0,2,0.0,1.0,M,Battery,1,0,2,Low,2,Low,2,0,347,1,0.0,-4.588333333333333,1
Male,25 - 45,African-American,0,9,0,0,10,0.0,0.0,F,Possession of Cocaine,1,0,9,High,6,Medium,10,2,160,1,2.0,54.760555555555555,1
Female,Less than 25,African-American,0,8,0,0,4,-56.0,20.0,M,arrest case no charge,1,0,8,High,7,Medium,4,0,482,1,15.0,1037.6566666666668,1
Male,25 - 45,Caucasian,0,3,0,0,0,-2.0,3.0,M,DUI Property Damage/Injury,0,0,3,Low,1,Low,0,0,998,0,1.0,23.84111111111111,0
Male,Greater than 45,Caucasian,0,3,0,0,8,-1.0,1.0,F,DWI w/Inj Susp Lic / Habit Off,0,0,3,Low,2,Low,8,172,928,0,173.0,4144.06,0
Male,25 - 45,Caucasian,0,5,0,0,5,272.0,15.0,F,arrest case no charge,1,0,5,Medium,3,Low,5,0,272,1,7.0,158.7888888888889,1
Male,25 - 45,African-American,0,8,0,0,14,-1.0,1.0,F,Driving While License Revoked,1,0,8,High,5,Medium,14,1,160,0,8.0,49.486666666666665,1
Male,25 - 45,African-American,0,8,1,0,13,-1.0,1.0,F,Agg Battery Grt/Bod/Harm,1,0,8,High,9,High,13,0,132,1,1.0,23.736944444444443,1
Male,25 - 45,African-American,0,7,0,0,9,-1.0,1.0,F,Burglary Unoccupied Dwelling,1,0,7,Medium,5,Medium,9,23,344,1,2.0,583.8830555555555,1
Male,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,Low,2,Low,0,0,1068,0,1.0,27.912222222222223,0
Female,Greater than 45,African-American,0,7,0,0,21,123.0,207.0,F,Felony Petit Theft,1,0,7,Medium,1,Low,21,0,123,0,20.0,478.8641666666667,1
Male,Less than 25,Hispanic,0,5,0,0,1,-1.0,1.0,M,Possess Cannabis/20 Grams Or Less,1,1,5,Medium,5,Medium,1,0,609,1,1.0,14.126111111111111,1
Male,Greater than 45,African-American,0,1,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,1,Low,1,Low,1,60,1048,0,61.0,1463.9316666666666,0
Male,25 - 45,African-American,0,8,0,0,4,-1.0,1.0,F,"Deliver 3,4 Methylenediox",0,0,8,High,5,Medium,4,32,1116,0,33.0,792.8625,0
Male,25 - 45,African-American,0,4,0,0,5,302.0,1.0,F,Aggravated Assault W/o Firearm,1,0,4,Low,3,Low,5,0,146,1,128.0,677.6238888888889,1
Male,25 - 45,Caucasian,0,7,0,0,1,-1.0,1.0,F,Possession of Cocaine,1,0,7,Medium,4,Low,1,30,70,1,24.0,740.3075,1
Female,25 - 45,Caucasian,0,3,0,0,0,-5.0,5.0,M,Battery,0,0,3,Low,2,Low,0,0,1031,0,1.0,21.65361111111111,0
Male,25 - 45,Caucasian,0,9,1,0,11,31.0,69.0,F,arrest case no charge,1,0,9,High,9,High,11,0,31,1,40.0,962.6888888888889,1
Male,Less than 25,African-American,0,7,0,0,3,-1.0,1.0,M,arrest case no charge,0,0,7,Medium,7,Medium,3,6,1166,0,7.0,158.59472222222223,0
Male,25 - 45,African-American,0,9,0,0,6,0.0,0.0,F,Possession of Cannabis,1,0,9,High,9,High,6,18,30,1,493.0,433.52972222222223,1
Male,25 - 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,DUI- Enhanced,0,0,1,Low,1,Low,0,0,905,0,1.0,26.980833333333333,0
Male,25 - 45,African-American,0,1,0,1,2,-43.0,44.0,F,Crim Use of Personal ID Info,1,0,1,Low,3,Low,2,0,603,1,43.0,1040.3122222222223,1
Male,Less than 25,African-American,0,6,0,0,3,0.0,1.0,F,Felony Batt(Great Bodily Harm),1,0,6,Medium,5,Medium,3,2,17,0,22.0,41.155833333333334,1
Male,Less than 25,African-American,0,5,0,0,0,-1.0,1.0,F,Burglary Unoccupied Dwelling,0,0,5,Medium,6,Medium,0,2,367,0,119.0,73.88638888888889,0
Male,25 - 45,Caucasian,0,4,0,0,0,-1.0,1.0,M,Driving Under The Influence,0,0,4,Low,1,Low,0,0,898,0,1.0,21.53361111111111,0
Male,25 - 45,African-American,0,10,3,0,18,-1.0,1.0,M,Battery,0,0,10,High,8,High,18,17,561,0,6.0,428.7922222222222,0
Male,25 - 45,African-American,0,9,0,0,1,-1.0,1.0,F,False Imprisonment,0,0,9,High,7,Medium,1,289,1178,0,290.0,6962.483888888889,0
Male,25 - 45,Caucasian,0,4,0,0,2,0.0,0.0,F,arrest case no charge,1,0,4,Low,2,Low,2,48,85,1,49.0,1148.8986111111112,1
Male,25 - 45,Caucasian,0,4,0,1,3,-4.0,4.0,M,Petit Theft $100- $300,1,0,4,Low,4,Low,3,0,105,0,85.0,54.63583333333333,0
Female,25 - 45,Hispanic,0,6,0,0,4,-107.0,107.0,F,arrest case no charge,1,0,6,Medium,5,Medium,4,0,213,1,101.0,867.0086111111111,1
Male,Greater than 45,African-American,0,7,0,0,5,0.0,523.0,M,Driving License Suspended,0,0,7,Medium,5,Medium,5,5,1134,0,5.0,113.63972222222222,0
Male,25 - 45,Other,0,1,0,0,0,0.0,1.0,M,Battery,0,0,1,Low,1,Low,0,0,974,0,0.0,-3.6663888888888887,0
Male,Greater than 45,Hispanic,0,1,0,0,0,-2.0,3.0,M,Battery,0,0,1,Low,1,Low,0,0,877,0,1.0,29.503611111111113,0
Male,Less than 25,African-American,0,3,0,0,0,0.0,1.0,F,Grand Theft (Motor Vehicle),1,0,3,Low,4,Low,0,0,146,1,1.0,7.104444444444445,1
Male,25 - 45,African-American,0,5,0,0,7,-1.0,1.0,F,arrest case no charge,1,0,5,Medium,3,Low,7,0,174,1,1.0,16.588333333333335,1
Male,25 - 45,African-American,0,2,0,0,1,-1.0,1320.0,M,Violation License Restrictions,0,0,2,Low,1,Low,1,0,765,0,1.0,30.49861111111111,0
Male,Less than 25,Caucasian,0,3,0,0,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",0,0,3,Low,5,Medium,0,4,108,0,44.0,93.7125,0
Male,25 - 45,African-American,0,10,0,0,10,-1.0,1.0,M,Assault,1,0,10,High,8,High,10,108,146,0,172.0,2608.847222222222,1
Male,25 - 45,African-American,0,2,0,0,0,-3.0,3.0,F,Stalking (Aggravated),0,0,2,Low,1,Low,0,0,970,0,1.0,24.127777777777776,0
Male,25 - 45,African-American,0,2,0,0,2,0.0,0.0,F,Possession of Cocaine,0,0,2,Low,1,Low,2,1,785,0,1.0,21.48,0
Male,25 - 45,African-American,0,8,0,0,8,0.0,0.0,F,arrest case no charge,1,0,8,High,5,Medium,8,0,130,1,127.0,6.4127777777777775,1
Male,25 - 45,African-American,0,3,0,0,1,-23.0,23.0,F,Burglary Structure Unoccup,1,0,3,Low,4,Low,1,0,52,1,0.0,23.786944444444444,1
Male,Greater than 45,Caucasian,0,1,0,0,0,-3.0,3.0,M,DUI Level 0.15 Or Minor In Veh,0,0,1,Low,1,Low,0,0,996,0,1.0,21.1675,0
Male,25 - 45,African-American,0,4,1,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,4,Low,3,Low,1,7,797,0,8.0,192.43583333333333,0
Male,Less than 25,Caucasian,0,5,0,0,0,0.0,0.0,F,Grand Theft in the 3rd Degree,1,0,5,Medium,9,High,0,1,78,1,22.0,30.066944444444445,1
Male,25 - 45,African-American,0,1,0,0,1,-2.0,2.0,F,Throw Deadly Missile Into Veh,0,0,1,Low,2,Low,1,0,188,0,1.0,56.73861111111111,0
Female,Less than 25,African-American,0,6,0,0,6,-1.0,1.0,M,arrest case no charge,0,0,6,Medium,7,Medium,6,309,711,0,99.0,7440.143611111111,0
Male,25 - 45,Caucasian,0,1,0,0,0,-7.0,7.0,F,Aggravated Assault w/Firearm,0,0,1,Low,1,Low,0,0,989,0,3.0,66.81611111111111,0
Male,25 - 45,Caucasian,0,3,0,0,1,-1.0,1.0,F,Burglary Conveyance Unoccup,0,0,3,Low,2,Low,1,0,328,0,1.0,30.895833333333332,0
Male,Greater than 45,Caucasian,0,1,0,0,1,-37.0,37.0,F,arrest case no charge,1,0,1,Low,1,Low,1,0,102,0,54.0,711.6761111111111,1
Male,25 - 45,African-American,0,4,0,0,0,-1.0,1.0,F,Uttering a Forged Instrument,0,0,4,Low,4,Low,0,6,734,0,1.0,169.15055555555554,0
Male,Less than 25,African-American,0,3,0,0,0,-1.0,1.0,F,Pos Cannabis W/Intent Sel/Del,0,0,3,Low,5,Medium,0,0,1121,0,1.0,21.84722222222222,0
Male,Less than 25,Caucasian,0,4,0,0,0,-1.0,1.0,F,Burglary Structure Unoccup,0,0,4,Low,7,Medium,0,0,1150,0,1.0,18.544166666666666,0
Male,25 - 45,African-American,0,2,0,0,1,0.0,0.0,M,Battery,0,0,2,Low,3,Low,1,2,936,0,2.0,44.841388888888886,0
Male,Greater than 45,Caucasian,0,5,0,0,9,0.0,1.0,M,Battery,0,0,5,Medium,2,Low,9,4,867,0,4.0,99.59555555555555,0
Male,25 - 45,African-American,0,7,0,0,2,0.0,0.0,M,Battery,0,0,7,Medium,7,Medium,2,0,1170,0,0.0,1.7922222222222222,0
Male,25 - 45,African-American,0,5,0,0,0,0.0,0.0,F,arrest case no charge,1,0,5,Medium,6,Medium,0,1,35,0,23.0,19.90361111111111,1
Male,25 - 45,African-American,0,1,0,0,1,-1.0,2.0,M,Battery,0,0,1,Low,2,Low,1,0,946,0,1.0,25.3425,0
Male,25 - 45,Caucasian,0,4,0,0,0,-1.0,1.0,F,Possession of Cocaine,0,0,4,Low,3,Low,0,27,911,0,28.0,673.5397222222222,0
Male,Less than 25,Caucasian,0,2,0,0,1,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,2,Low,3,Low,1,0,2,1,37.0,880.73,1
Male,25 - 45,Hispanic,0,5,0,0,3,-1.0,1.0,M,arrest case no charge,0,0,5,Medium,5,Medium,3,0,137,0,1.0,18.111666666666668,0
Male,25 - 45,African-American,0,3,0,0,4,-1.0,1.0,M,Assault,1,0,3,Low,2,Low,4,0,127,1,1.0,24.451666666666668,1
Male,Greater than 45,Caucasian,0,1,0,0,3,0.0,0.0,M,Driving Under The Influence,1,1,1,Low,1,Low,3,1,203,0,3.0,31.210833333333333,1
Male,25 - 45,Native American,0,2,0,0,0,-1.0,1.0,F,"Aggr Child Abuse-Torture,Punish",0,0,2,Low,1,Low,0,0,1146,0,1.0,20.7375,0
Male,Greater than 45,African-American,0,1,0,0,0,-1.0,1.0,F,Aggravated Battery / Pregnant,0,0,1,Low,1,Low,0,1,768,0,2.0,48.515,0
Female,Less than 25,Other,0,4,0,0,2,244.0,69.0,F,Neglect Child / No Bodily Harm,1,0,4,Low,6,Medium,2,0,244,0,26.0,630.7722222222222,1
Male,Greater than 45,African-American,0,5,0,0,8,-1.0,1.0,F,Felony Battery w/Prior Convict,1,1,5,Medium,2,Low,8,99,101,1,185.0,2397.6872222222223,1
Male,25 - 45,African-American,0,5,0,0,5,-1.0,1.0,M,Assault,1,0,5,Medium,5,Medium,5,0,111,0,3.0,22.0525,0
Male,25 - 45,African-American,0,8,0,0,9,-28.0,28.0,F,Grand Theft in the 3rd Degree,0,0,8,High,6,Medium,9,0,352,0,8.0,607.9675,0
Male,Greater than 45,African-American,0,9,0,0,5,-1.0,1.0,F,Possession of Cocaine,1,0,9,High,2,Low,5,464,550,0,0.0,5825.765555555556,1
Female,25 - 45,Caucasian,0,4,0,0,0,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,4,Low,3,Low,0,0,803,0,1.0,26.439444444444444,0
Male,Greater than 45,African-American,0,3,0,0,5,-1.0,4984.0,M,arrest case no charge,0,0,3,Low,3,Low,5,0,974,0,0.0,4.856111111111111,0
Male,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,F,arrest case no charge,1,0,1,Low,1,Low,0,0,99,1,1.0,20.163611111111113,1
Male,Greater than 45,Caucasian,0,1,0,0,2,-11.0,11.0,F,arrest case no charge,0,0,1,Low,1,Low,2,0,36,0,0.0,49.62888888888889,0
Male,Greater than 45,Caucasian,0,1,0,0,0,-1.0,1.0,M,DUI - Enhanced,0,0,1,Low,1,Low,0,0,844,0,1.0,22.753888888888888,0
Male,Greater than 45,African-American,0,3,0,0,4,-2.0,2.0,F,Possession of Cocaine,1,0,3,Low,1,Low,4,0,194,1,43.0,24.375,1
Female,25 - 45,African-American,0,1,0,0,0,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,0,0,1,Low,1,Low,0,0,738,0,0.0,5.095277777777778,0
Male,Less than 25,Hispanic,2,8,0,0,2,-21.0,21.0,F,arrest case no charge,1,0,8,High,9,High,2,0,275,0,156.0,505.66777777777776,1
Male,Greater than 45,African-American,0,9,0,0,16,-47.0,47.0,F,Felony Petit Theft,1,0,9,High,9,High,16,0,466,0,91.0,701.4180555555556,0
Male,Less than 25,Other,0,4,0,0,0,-1.0,1.0,F,Purchase Cannabis,0,0,4,Low,5,Medium,0,28,1077,0,29.0,692.1761111111111,0
Male,25 - 45,African-American,0,9,0,0,21,-1.0,1.0,F,Felony Petit Theft,1,0,9,High,8,High,21,63,166,1,64.0,1537.493611111111,1
Female,Less than 25,Hispanic,0,4,0,0,0,0.0,0.0,M,Battery,0,0,4,Low,4,Low,0,0,940,0,0.0,0.22027777777777777,0
Male,25 - 45,African-American,0,4,0,0,1,0.0,1.0,F,Tampering With Physical Evidence,0,0,4,Low,2,Low,1,1,957,0,1.0,25.94527777777778,0
Male,25 - 45,African-American,0,8,0,0,8,-1.0,0.0,F,arrest case no charge,1,0,8,High,4,Low,8,13,35,0,5.0,333.3797222222222,1
Male,Less than 25,African-American,0,6,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,6,Medium,6,Medium,1,7,1042,0,8.0,191.9361111111111,0
Male,25 - 45,Caucasian,0,2,0,0,1,-356.0,356.0,M,DUI Level 0.15 Or Minor In Veh,1,0,2,Low,2,Low,1,0,302,1,0.0,3.370277777777778,1
Male,Greater than 45,Caucasian,0,1,0,0,0,0.0,1.0,M,DUI Blood Alcohol Above 0.20,0,0,1,Low,1,Low,0,0,911,0,0.0,5.575833333333334,0
Male,Less than 25,African-American,0,7,0,1,1,0.0,0.0,F,Pos Cannabis W/Intent Sel/Del,1,0,7,Medium,8,High,1,1,603,1,1.0,22.779444444444444,1
Male,Greater than 45,Caucasian,0,1,0,0,1,-1.0,1.0,M,Battery,1,0,1,Low,1,Low,1,0,473,1,1.0,18.68027777777778,1
Male,Greater than 45,Caucasian,0,2,0,0,0,0.0,0.0,M,Battery,1,0,2,Low,1,Low,0,14,418,1,14.0,343.5202777777778,1
Male,Greater than 45,African-American,0,9,0,0,2,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,9,High,4,Low,2,0,259,0,36.0,22.34777777777778,0
Female,25 - 45,African-American,0,8,1,0,11,-1.0,1.0,F,Possession of Cocaine,1,0,8,High,5,Medium,11,14,83,1,27.0,367.78583333333336,1
Male,25 - 45,African-American,0,5,0,0,4,-1.0,1.0,M,Battery,0,0,5,Medium,6,Medium,4,29,1170,0,30.0,711.6811111111111,0
Male,25 - 45,African-American,0,9,1,0,14,-1.0,1.0,F,Grand Theft (Motor Vehicle),1,0,9,High,7,Medium,14,1,134,1,2.0,49.673611111111114,1
Male,25 - 45,African-American,0,5,0,0,2,-1.0,1.0,F,Possession of Cocaine,0,0,5,Medium,4,Low,2,0,864,0,1.0,20.622777777777777,0
Male,Greater than 45,African-American,0,1,0,0,5,-1.0,1.0,F,Grand Theft (Motor Vehicle),1,0,1,Low,1,Low,5,201,467,1,2.0,4849.988888888889,1
Male,25 - 45,African-American,0,10,0,0,0,0.0,0.0,F,Poss Pyrrolidinovalerophenone,1,0,10,High,6,Medium,0,34,91,1,34.0,817.3330555555556,1
Male,25 - 45,African-American,0,3,0,0,12,-74.0,74.0,F,arrest case no charge,0,0,3,Low,2,Low,12,0,87,0,28.0,604.3547222222222,0
Male,25 - 45,Caucasian,0,10,0,0,7,-1.0,1.0,F,Aggravated Battery / Pregnant,1,0,10,High,8,High,7,0,19,1,131.0,24.2475,1
Male,25 - 45,African-American,0,4,0,1,8,-1.0,1.0,F,Aggravated Battery / Pregnant,0,0,4,Low,2,Low,8,3,60,0,39.0,101.14083333333333,0
Male,25 - 45,Other,0,6,0,0,5,-1.0,1.0,F,Grand Theft in the 3rd Degree,1,0,6,Medium,4,Low,5,2,877,1,1.0,76.02,0
Female,25 - 45,African-American,0,1,0,0,1,-1.0,1.0,M,Battery,0,0,1,Low,2,Low,1,1,1066,0,2.0,47.53527777777778,0
Male,25 - 45,Caucasian,0,4,0,0,4,-1.0,1.0,F,Robbery / No Weapon,0,0,4,Low,4,Low,4,325,1177,0,143.0,4396.165277777778,0
Female,25 - 45,African-American,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,Low,1,Low,0,0,743,0,1.0,25.662222222222223,0
Male,Less than 25,Hispanic,0,5,0,0,1,-1.0,1.0,F,arrest case no charge,0,0,5,Medium,9,High,1,0,840,0,1.0,21.828611111111112,0
Female,Greater than 45,Caucasian,0,3,0,0,7,123.0,536.0,M,Expired DL More Than 6 Months,0,0,3,Low,1,Low,7,0,123,0,76.0,1827.068888888889,0
Male,25 - 45,Caucasian,0,1,0,0,1,-1.0,1.0,F,Possession of Cocaine,1,0,1,Low,1,Low,1,48,615,1,1.0,1180.1163888888889,1
Male,Greater than 45,African-American,0,1,0,0,1,-22.0,22.0,F,arrest case no charge,0,0,1,Low,1,Low,1,0,877,0,3.0,69.53305555555555,0
Male,25 - 45,Caucasian,0,3,0,0,0,-1.0,1.0,M,Battery,1,1,3,Low,1,Low,0,2,580,1,1.0,67.84138888888889,1
Female,25 - 45,African-American,0,1,0,0,4,-1.0,1.0,M,arrest case no charge,0,0,1,Low,1,Low,4,0,1119,0,1.0,29.299444444444443,0
Male,25 - 45,African-American,0,7,0,0,3,-105.0,105.0,F,arrest case no charge,0,0,7,Medium,6,Medium,3,0,169,0,116.0,2279.4197222222224,0
Male,25 - 45,African-American,0,4,0,1,4,-1.0,1.0,F,Grand Theft in the 3rd Degree,0,0,4,Low,3,Low,4,0,47,0,24.0,25.2925,0
Male,Greater than 45,African-American,0,1,0,0,0,-1.0,1.0,M,Battery,0,0,1,Low,1,Low,0,0,1169,0,1.0,26.3525,0
Male,25 - 45,African-American,0,2,0,0,2,-1.0,1.0,M,Battery,0,0,2,Low,2,Low,2,1,928,0,2.0,47.264722222222225,0
Male,Greater than 45,African-American,0,2,0,0,5,-13.0,13.0,F,Possession of Cocaine,0,0,2,Low,1,Low,5,0,157,0,47.0,291.95166666666665,0
Male,25 - 45,African-American,0,3,0,0,0,0.0,0.0,F,Poss Unlaw Issue Driver Licenc,0,0,3,Low,4,Low,0,1,758,0,1.0,26.913611111111113,0
Male,25 - 45,African-American,0,7,0,0,4,-1.0,1.0,F,Felony Driving While Lic Suspd,1,0,7,Medium,3,Low,4,0,145,1,15.0,22.433055555555555,1
Male,25 - 45,African-American,0,5,0,0,0,0.0,1.0,M,Petit Theft,1,0,5,Medium,4,Low,0,0,1133,1,1.0,9.929722222222223,0
Male,25 - 45,Caucasian,0,1,0,0,1,-1.0,1.0,M,Battery,0,0,1,Low,1,Low,1,2,789,0,3.0,66.10583333333334,0
Female,25 - 45,African-American,0,4,0,0,1,-10.0,10.0,F,Grand Theft in the 3rd Degree,0,0,4,Low,4,Low,1,0,688,0,6.0,22.001666666666665,0
Male,25 - 45,African-American,0,10,1,0,13,-1.0,207.0,M,Driving License Suspended,1,0,10,High,9,High,13,0,11,1,7.0,-3.573611111111111,1
